uniq_id,image_path,text,label,category_name,split
1682e3640f01415595ebdd8ab3475100,data/images/1682e3640f01415595ebdd8ab3475100.jpg,"Terra by Battat – 4 Dinosaur Toys, Medium – Dinosaurs for Kids & Collectors, Scientifically Accurate & Designed by A Paleo-Artist; Age 3+ (4 Pc)",4,,val
83fb575180c741d78f1f2adf549c2b8f,data/images/83fb575180c741d78f1f2adf549c2b8f.jpg,Pokemon TCG: Sun and Moon Crimson Invasion Elite Trainer Box,4,,train
1aaa8a2f3e3446a0aaf0e5f9fae4a148,data/images/1aaa8a2f3e3446a0aaf0e5f9fae4a148.jpg,Funko Pop! Games: Persona 5 - The Joker (Styles May Vary),4,,train
21c58793ec0a489b8323abc8e582dadb,data/images/21c58793ec0a489b8323abc8e582dadb.jpg,"LAMO 5"" Vinyl Figure - Legacy Gamers Dr Disrespect, Red",4,,train
d36321d71b1345b7bb778c30f1119f22,data/images/d36321d71b1345b7bb778c30f1119f22.jpg,"Wild Republic Mermaid Toy, Slap Bracelet, Gifts for Kids, Purple, Huggers 12""",4,,train
b41a2d6ca85643c284a2b907fc1d4a05,data/images/b41a2d6ca85643c284a2b907fc1d4a05.jpg,Flaghouse Chrome Bowling Ball Ramp,4,,train
20a1bb1ef9ba4005a3c729f7f32a59f5,data/images/20a1bb1ef9ba4005a3c729f7f32a59f5.jpg,NECA - Teenage Mutant Ninja Turtles (1990 Movie) Prop Replica,4,,train
ebd087cd9633495f9fa272b5fd64addc,data/images/ebd087cd9633495f9fa272b5fd64addc.jpg,COBI Historical Collection M3 Grant Tank,4,,train
87c187b9efc9427fba78a15de1db3320,data/images/87c187b9efc9427fba78a15de1db3320.jpg,Jumbo Foil Star Cutout (gold) Party Accessory (1 count),4,,train
ee6dcbc5c147409da941b3c2020fa545,data/images/ee6dcbc5c147409da941b3c2020fa545.jpg,Kid O Myland UFO & Alien Light Interactive Learning Toy,4,,train
ad91a0c572ac4f7299be8dfe778e62f8,data/images/ad91a0c572ac4f7299be8dfe778e62f8.jpg,Marvel Select: Hulk Unleashed Action Figure,4,,val
e0868e2706e94b1db4986a076f8ece2a,data/images/e0868e2706e94b1db4986a076f8ece2a.jpg,"SpongeBob SquarePants, Masterpiece Memes, 8” Collectible Vinyl Figure, Handsome Squidward (Closed Eyes)",4,,train
f5e5c72afa624c7c88744142a8ff08ac,data/images/f5e5c72afa624c7c88744142a8ff08ac.jpg,Gowi Toys Austria Police Van with Police Play Figures,4,,train
1b3b5f5792b942c7ad69ac15b6fee57e,data/images/1b3b5f5792b942c7ad69ac15b6fee57e.jpg,Funko Pop! Marvel: Avengers Endgame - Iron Spider with Nano Gauntlet,4,,train
2a04789c7dd94376874a7487ee0aec39,data/images/2a04789c7dd94376874a7487ee0aec39.jpg,Pete The Cat Groovy Buttons Mini Stickers,4,,val
4fb3f94140114554b4754de3aeec3849,data/images/4fb3f94140114554b4754de3aeec3849.jpg,"Disney Rapunzel Acrylic Key Ring, Multicolor",4,,train
13493af25f684978b86e8be34d35594e,data/images/13493af25f684978b86e8be34d35594e.jpg,Pro Series CLM-16 Red Plastic Scoring Pills for Kelly Pool in Hang Pack,4,,train
31d192ed20884b5482f26d9d1dd4a46d,data/images/31d192ed20884b5482f26d9d1dd4a46d.jpg,Rubie's Suicide Squad Joker Teeth Adult Costume,4,,train
ef3cf2b3157444059a43133465289c08,data/images/ef3cf2b3157444059a43133465289c08.jpg,"DC Lantern 2.75"" PVC Figure, Green",4,,train
398c0087162a4de1afff4bbbf8709c2b,data/images/398c0087162a4de1afff4bbbf8709c2b.jpg,Disney Belle Soft Touch PVC Key Ring,4,,train
6132e906bec84e63892b994e8550c15e,data/images/6132e906bec84e63892b994e8550c15e.jpg,Entertainment Earth Batman Black & White 1st Appearance by Bob Kane Figure,4,,train
f39cf87d617742a59d8e06e39e9220cb,data/images/f39cf87d617742a59d8e06e39e9220cb.jpg,Yu-Gi-Oh! Cards: Cyberse Link Structure Deck,4,,train
8df16bf57f1f4bbe8097f6111ea53634,data/images/8df16bf57f1f4bbe8097f6111ea53634.jpg,"Marvel: Animated Spider-Man Movie Mile Morales Spider-Man Collectible Figure, Multicolor",4,,val
cc79e6e7905b4ff38062f95061b8866b,data/images/cc79e6e7905b4ff38062f95061b8866b.jpg,Funko Pop! Keychain: Frozen 2 - Elsa,4,,train
957bdfd53f6f4520a3f2d3fa66be6f71,data/images/957bdfd53f6f4520a3f2d3fa66be6f71.jpg,Funko Pop Games: Fortnite - Tomatohead,4,,val
d31ddda51a5246ed8babb72ca28f67a0,data/images/d31ddda51a5246ed8babb72ca28f67a0.jpg,"Funko Pop Marvel: Runaways - Molly Collectible Figure, Multicolor",4,,train
065ef952023c4a5ebe0fc9c2073d48aa,data/images/065ef952023c4a5ebe0fc9c2073d48aa.jpg,Pokemon TCG: Mega Camerupt EX Premium Collection Box,4,,train
a1124ce2624749a680095d8d03ac3a8d,data/images/a1124ce2624749a680095d8d03ac3a8d.jpg,Bandai Hobby MG 1/100 Gunner Zaku Warrior (Lunamaria Hawke Custom) Gundam Seed Destiny,4,,train
6d1f307f0d154baeb709c122c063299d,data/images/6d1f307f0d154baeb709c122c063299d.jpg,"NKOK Ghostbusters Animated B/O Ecto1 with Slimer B/O 1, Ghost Catcher",4,,val
b6508989a1f743dbafdaad2da8407be5,data/images/b6508989a1f743dbafdaad2da8407be5.jpg,"Click N' Play Jumbo 10.5”"" Animal Figurine Playset, Assorted 5Piece Realistically Designed Wild Zoo, Safari, Jungle Plastic Animals for Kids & Toddlers",4,,train
0ece0b724db843668fc164c7409b70ca,data/images/0ece0b724db843668fc164c7409b70ca.jpg,Silver Unicorn,4,,train
df79e6bbdf874a85be18e161f6b48bef,data/images/df79e6bbdf874a85be18e161f6b48bef.jpg,"Redcat Racing GA-5500-100C-5MMBullet Gens Ace 5500mAh 7.6V 100C 2S2P Hardcase Hv Lipo Battery Pack 59# Racing Series, Black",4,,val
1cc9919a76a34b72ae3e63024d68cb02,data/images/1cc9919a76a34b72ae3e63024d68cb02.jpg,BigWood Boards Lucky Bums Snowball Snowbrick Maker Set,4,,train
68523522853e474db83d6bd761bddc20,data/images/68523522853e474db83d6bd761bddc20.jpg,CLOVER 8462 Flower Frill Templates Extra Small and Mini Sizes,4,,train
23de8769a3654aba8fa77bb61f2bc0cf,data/images/23de8769a3654aba8fa77bb61f2bc0cf.jpg,Sunny Days Entertainment Bendems Collectible Posable Figures - Bob's Burgers: Bob,4,,train
b6d3384357fb4c5cb8d114ea796dfa1e,data/images/b6d3384357fb4c5cb8d114ea796dfa1e.jpg,"Constructive Playthings Tree Blocks, Set of 36 Hand-Cut Wood Pieces, Various Shapes and Shades, STEM Approved",4,,train
8432a8d0ebc44b8499b6617d3e223e4d,data/images/8432a8d0ebc44b8499b6617d3e223e4d.jpg,COBI Small Army A12 Matilda Tank,4,,train
06d4d7db6b1648309e27b0423a44f247,data/images/06d4d7db6b1648309e27b0423a44f247.jpg,Funko Pop! Animation: Scooby Doo - Clown,4,,train
6c90f391327348eebb028489f57c90a6,data/images/6c90f391327348eebb028489f57c90a6.jpg,Banpresto Love Live! Exq Figure Kotori Minami,4,,val
9eb32f414065467b81f27f1923f39cba,data/images/9eb32f414065467b81f27f1923f39cba.jpg,"Vallejo Umber Wash, 17ml",4,,train
1a643cc4ad67433693b48af485a08595,data/images/1a643cc4ad67433693b48af485a08595.jpg,Rise of The Teenage Mutant Ninja Turtle Donatello Side Flip Ninja Attack Deluxe Figure,4,,train
60cfdc1b15cb4442b717b92d19db4dc8,data/images/60cfdc1b15cb4442b717b92d19db4dc8.jpg,"DII Collapsible Polyester Storage Basket or Bin with Durable Cotton Handles, Home Organizer Solution for Office, Bedroom Closet, Toys, Laundry, Large, Aqua",4,,val
0a64e67f0f3340229db76e8c5da82de2,data/images/0a64e67f0f3340229db76e8c5da82de2.jpg,"Airfix Quickbuild A01304V Air fix Vintage Classics Churchill MK VII Tank 1, 76 Military Ground Vehicle Plastic Model Kit, Gray",4,,train
409b363f50ea4b8e8bc192c7a4e3cf70,data/images/409b363f50ea4b8e8bc192c7a4e3cf70.jpg,Hape Wooden Railway Big Engine Shed Train Set,4,,train
5d253437c5f14761af935afd21c7012c,data/images/5d253437c5f14761af935afd21c7012c.jpg,"Disney KCSEHEA Flip Sequin Heart Keychain 3-4"", Multicolor",4,,train
e3aa66098d514d66858c945753513411,data/images/e3aa66098d514d66858c945753513411.jpg,"Funko 32751 Pop Movies: Fantastic Beasts 2- Newt (Styles May Vary), Multicolor",4,,train
0ef6a5deeacf4681931b527609f5eeb3,data/images/0ef6a5deeacf4681931b527609f5eeb3.jpg,Kid Casters No Tangle Rods,4,,val
99fc2a2d949a43d6a2a96619ee9bf087,data/images/99fc2a2d949a43d6a2a96619ee9bf087.jpg,DC Comics Deadshot Suicide Squad Pewter Lapel Pin Action Figure,4,,train
128a82b86dbd4add9daae045cfc5d6c4,data/images/128a82b86dbd4add9daae045cfc5d6c4.jpg,Funko Pop! Star Wars: Rise of The Skywalker - Knights of Ren Club (Hematite Chrome),4,,val
f4aa056bc6a649d2800ba7e4bf2f6dbc,data/images/f4aa056bc6a649d2800ba7e4bf2f6dbc.jpg,"Banpresto Dragonball Legends Collab-Goku-Black-, Multiple Colors",4,,train
744f9047b85546719b361c6a2e880b47,data/images/744f9047b85546719b361c6a2e880b47.jpg,Rubies Batman The Brave and Bold Flashlight and Batarang Kit,4,,val
e0bc0a19a50c4305be47544875cdd1d3,data/images/e0bc0a19a50c4305be47544875cdd1d3.jpg,"Dragon Ball Z GE-57756 Group Galaxy Throw Blanket, 46 x 60""",4,,train
8a60868c1bc3404d920976ce39c11bbe,data/images/8a60868c1bc3404d920976ce39c11bbe.jpg,Funko Pop! Disney: Aladdin Jasmine (Red) Collectible Figure,4,,train
60d0ec7c7d184a83b00e260f4e9dc6d5,data/images/60d0ec7c7d184a83b00e260f4e9dc6d5.jpg,Pokemon SM12 Cosmic Eclipse Theme Deck- Groudon,4,,train
d5a1c0b48ef849919e684edac66bc00c,data/images/d5a1c0b48ef849919e684edac66bc00c.jpg,"Vallejo Acrylic Paint, Khaki",4,,train
9f944dc537ee4ef3b02661421194779b,data/images/9f944dc537ee4ef3b02661421194779b.jpg,Roces Icon Fitness Inline Skate,4,,train
088563774dda4874b75ebddf024b8e23,data/images/088563774dda4874b75ebddf024b8e23.jpg,"amscan Party Decorations, Pearlized Place Cards, Party Supplies, White, 4"" x 4"", 50ct, Ivory",4,,train
